ID,Title,Text
1210,"aweful service, as in a developing country","Delays and issues are as often as in a developing country. Should be called little western railway. Unbelievable to see such an expensive and unreliabl service in Great Britain, the Industrial Revolution country ...."
1211,Crap!,"Crap!. Late train today. Most trains were cancelled. Swapped at Bristol and got on the cattle train with no air con, (new hitachi train mind!) delayed all the way to Swindon. Glad to get off as was boiling. Same on way back delay delay delay! Utter crap !!! I’ll drive next time!"
1212,Never a day goes by now without my…,"Never a day goes by now without my phone pinging an alert from GWR. Cancellations, staff not turning up, fewer coaches, trains breaking down...despite the new Hitachi sets. What's going on? Now beginning to rival Southern Rail for inefficiency but without the outcry. Just suffering another cancellation and an hour and a half wait for the next service...."
1213,Took the 14:27 service from London…,"Took the 14:27 service from London Paddington to Penzance on Sunday 3rd June, 2018."
1214,Government-Assisted Robbers,First Group is worth 5 Billion dollars but refuses to treat its high-paying customers humanely with its ample resources.
1215,Service was rubbish,The service was uselss big time over crowded bags in walk was full of bags witch is a health safety issue in a big way as I do work for the security industry
1216,Shockingly unreliable and a total rip-off,"The ""service"" is a disgrace for what a modern train company should provide. Among the most expensive train tickets in the world and will invariably be late or cancelled."
1217,Travelling to see the Rolling Stones in…,Travelling to see the Rolling Stones in Cardiff with a journey carefully planned to arrive in time to see the support band too. Who wouldn't?
1218,Where do I begin?,Totally shocking how this company gets away with the services it runs between Cardiff and Bristol Temple Meads.  Often sending trains (late) with insufficient numbers of carriages for the hundreds of passangers unfortunate enough to rely on them for their daily commute.
1219,Abhorrent,"Abhorrent, disgusting company. It is so unfortunate that there is no competition down in the south west (yet!). I travel"
1220,Well done in difficult circumstances,"Well done to the train guard on the 15.23 from Exmouth to Paignton train yesterday.  The train was late and very crowded but he was able to get everyone on board, including several passengers who needed the ramps.  He never flapped and was efficient and polite throughout the journey and giving a personal apology as the train came into Paignton.  The situation was not the fault of the staff but his attitude was exceptional and deserves praise."
1221,Shocking service and very rude staff,Shocking service and very rude staff. Really wish I didn't have to use them. How their allowed to provide such a terrible service for so long I have no idea. Money changing hands somewhere
1222,Train cancelled frequently at short…,"Train cancelled frequently at short notice. Predictable most Sundays. Trains run consistently late into London. Had one service with a leaky carriage soaking everyone's luggage and the people who had to stand in the corridor as there weren't enough seats. On the positive, I think they have good staff, free WiFi on trains which they offer should be the norm. However these can't make up for the poor quality of carriage and service for the money they charge."
1223,just got off yet another dreadful GWR…,"just got off yet another dreadful GWR train journey. completely over crowded, late, no buffet car, airconditioning broken, wifi not working."
1224,Absolutely jarring,Absolutely jarring. I have been unfortunate enough to use great Western 4 times in the last 2 weeks and I have missed my connecting train twice and missed appointments on the other 2 occasion. All in the space of 2 weeks. I don't know who regulates this service but they are absolutely disgraceful.
1225,19.03 from Paddington to Plymouth…,"19.03 from Paddington to Plymouth Friday, 25th May, over-crowded to the point that many passengers with tickets, still on the platform because they could not get on.  First stop, Reading and no one could get on.  It is disgraceful that the company sold tickets, knowing that the train was beyond full.  This is only the second time I have travelled with GWR and on both occasions it was the same...passengers standing in the aisles and ""lobby"" areas.  It must be a health and safety issue."
1226,Well the train from exeter to taunton…,"Well the train from exeter to taunton was late and we ended up missing our connecting train to bridgwater and was made to wait an hour in the cold, myself, my mother and other were not impressed at all"
1227,Prices go up and service goes down,Shouldn't even get 1 star....Prices go up and service goes down. Yet again my train has been cancelled causing me to be squeezed onto a later train with my kids....we had to stand for 40 mins and then sit separately because of other seat reservations
1228,Bath Spa Station jobsworths,"The jobsworths at Bath Spa station need to learn how to help customers not tick them off. I went to the ticket counter as supposedly the machines were “not working “. I asked for a return ticket to Goring & Streatley. Prior to today I had checked the website and had seen the price for a return ticket was roughly £26, so much to my surprise and shock when the jobsworth behind the counter said the price was £45.80!!!!!!!!!!!!!! I said “what!?, no that’s not right- that’s daylight robbery”. There was no help from this individual to find me a cheaper route. I eventually found a ticket to instead to Didcot for a fraction of the price - £25.70!!!!!!!! So please explain why a journey lasting only 1 1/2hrs can be equivalent in price to a 5 hour journey to Cornwall!!!!?????"
1229,GWR 1st Class Rip Off,"On the train at the moment, South Wales to London, 1st Class carriage is terrible, the seats are the same as standard which are narrow and very uncomfortable. The pictures they show on their site are nothing like the seats you will get."
1230,Great Western Railway???...?,"Great Western Railway???...?? Could the word Great please be dropped? There is nothing great about it. Expensive journeys, no seats, delays and train cancelled again today, allegedly due to train breakdown. Railway should be droped too. Most routs are covered by very expensive bus replacement services... As per Western, well, the most western point you can get to by Great Western Railway from London is Reading... I feel sorry for commuters, some G?W?R? employees and the GWR band that plays at Paddington today hated due to its association to the company. I paid £29 for a single journey to be at my destination in 2 hours. With waiting times and changes it will now take 4 hours. It would have taken me £12 by car and only 3 hours.. Why do we put up with this?"
1231,Terrible train company,I am dependant on GWR for my commute home every day and it's some of the most infuriating train service I have ever dealt with.
1232,Can the wifi be improved?,"The trains are of variable quality but are improving as new stock is rolled ou. I am never sure, however, whether a train will turn up with 1,2,3 or 4 carriages. The train can get very crowded when there are few carriages."
1233,Zero star review,"Zero star review! Constant cancellations and delays. It’s safe to say that the paying customer is the last thing that this company cares about. You should hang your head in shame for this appauling service. No announcements, cancelled trains, delays all the time. I am not the only one out here who is suffering, disgraceful service, what more is there to say!"
1234,A disgraceful shambles,"A disgraceful shambles, they have no idea. Not even the courtesy to install a queuing system on the 'customer services' phone', let along employ enough staff. 16 minutes waiting then transferred to another queue where the phone just rings... and rings... and rings and this is in the evening, well away from peak daytimes when it's not even worth trying. And after all they say that I can only amend my booking on the website, which is not even loading my account, which is why I phoned instead. The final advice: go to a station to buy your ticket!!"
1235,19.03 departure London Paddington to…,"19.03 departure London Paddington to Plymouth, absolutely packed with passengers still standing all the way to Taunton. Overcrowded to the point where there must be real health and safety issues. No restaurant as train despatched with no kitchen (not the first time this has happened in the last 2 months), running 45 minutes late. Usual comical tannoy announcements from train staff ridiculing management as inept as ever. A service not fit for purpose, just arriving at my station minutes before compensation kicks in - funny that and the second time in a month. Trains were better equipped and faster 25 years ago."
1236,Early trains axed in the Surrey Hills.,"I live in the Surrey Hills and was appalled to learn this morning that the early train to Guildford and Reading has a been removed from the new timetable. This comes without warning or public consultation, and is completely unacceptable. Scores of customers from stations between Dorking Deepdene and Guildford will not be able to get to work on time. How can this be? The first train from Chilworth is now at 08.03, no good to anybody."
1237,Still Waiting For Refund After 3 Months ! ! ! !,Due to the bad weather in February GWR offered a full refund on their website if you applied before the date of travel - I did this and uploaded the correct documents as requested - It is now mid may and still waiting for my refund ! ! ! Been fobbed off 3 times via email about there has been an error or your payment was sent incorrectly etc etc - I have never dealt with such an inept company - The money is now not an issue as more of a principle issue and i am taking legal action - Would never use again ! BOOKING REFERENCE W9H5T6W2
1238,The amazing lady on tonight with long…,The amazing lady on tonight with long blonde hair in a pony tail allowed me to use the station phone when my mobile became locked answering a call during no reception on a train! I see this lady nearly every day and she has amazing customer service!! Please employ more people like her I wish I got/noticed her name but everyday I'm always in a rush but tonight showed the level of customer service!!! Please call me if you want me to confirm but I will personally bring her some recognition for her actions tonight and she was so quick to help and in customer service it's expected and never realised I was on the the Reading basingstoke arriving at approx 21:30 wearing red with red earings black jeans and black/white Nike trainers with a little pink. Massive thank you! 07904988200 very impressed customer  😁
1239,AWFUL SERVICE,AWFUL SERVICE. On the 28th may 2017 I was delayed from Southampton Central to Cardiff Central on the 11:54 and then the 12:54 services. I put in a request for a delay repay 1-2 days later for being over 3hours delayed.
1240,Hopeless web site,I only use GWR 4 or 5 times a month in the main for  journeys from Maidenhead to Reading and to Gatwick.  On the whole and over the last 5 years or so the train service has been decent with only the odd bad experience usually due to bad weather or some technical issue. Based on other reviews here perhaps I have been lucky but for me 4* is fair.
1241,Dreadful,"Dreadful, no seats, dirty, very late or usually cancelled with no notice. There is something seriously wrong with the train line. Very expensive to stand next to men who seem very excited to be up close and personal to a woman. Or pick pockets enjoying the moment."
1242,No Christamas spirit at GWR!,"I took a short trip from Hook to Reading involving one change of train. On the outbound journey I lost my outbound ticket (I still had the return and receipt), the ticket inspector on the second leg was OK and having showed him the return had no problem. Arriving at Reading was a different matter. With no ticket I was unable to exit the station, I explained the situation to a member of staff but he refused me exit and said that I needed to go to the ticket office. At the office I explained what had happened and showed them the receipt and return ticket (day return), they insisted that I needed a ticket and charged me £6.30 for the replacement. GWR stands for Great Western Ripoff!!"
1243,Not able to refund my ticket online,Not able to refund my ticket online. Bad website!
1244,Diabolical service,Diabolical service and an extortionate pricing model. I thought South Eastern Trains was bad until I was forced into using this dreadful company.
1245,If I could give NO stars I would,"If I could give NO stars I would. A weekend Xmas Market trip from London to Bath totally ruined by having to stand both ways on an overcrowded, packed train, including a dangerous return journey squashed into the cold, draughty area between carriages where the floor moves constantly...with NOTHING except a broken piece of rubber sealant to hold onto for over TWO HOURS... and to top it all, they still include First Class carriages that could take some of the overflow. Call this a service? Pathetic! Hang your heads in shame!"
1246,Infuriating,"My partner and I have been travelling between London and South Wales more or less every weekend for the past year. The train has never been on time when arriving into Wales. Not once in 12 months. It's been as bad as 2 hours late, and as good as 10 minutes late. For the price of train fare this service is a joke."
1247,Avoid Friday night First Class,In general the trains are nearly always on average 10-15 mins late.
1248,Pathetic,The staff are fine but the tardy timetable and inadequate carriages are not acceptable when you consider this is by far the most expensive rail system in Europe. How rail firms justify annual increases whilst the service is so utterly terrible is beyond comprehension.
1249,Stuck once again thanks to Greatly …,Stuck once again thanks to Greatly Worsening Railway.  After weeks of delays and cancellations thanks to network repairs a train breaks down. No replacement even though the 20.15 and 21.15 normally both run at over seating capacity.  The British rail network is a shoddy comparison to other comparable countries.  Back to my car I think.
1250,Dire New GWR Intercity Trains,"New GWR intercity trains are diabolical. Have about as much charm and luxury as a public toilet. Cold, austere, uncomfortable, no facilities, no buffet. Really, really, really bad. Unless you come from North Korea in which case they might, possibly, suffice. Perhaps they could mark on timetables which services use the new trains so we can all avoid them? That's a genuine suggestion."
1251,Staff very helpful.  Public very rude!,"Taking a chance as my journey is ongoing. 29/10/17 on the 12.10 to Paignton from Reading. Started in Basingstoke.  Engineering works and London bound people on coaches.  Train coming through for Machester and packed.  People wanting to use it to get to Reading, despite a local link 10mins later. Abusing staff horribly and no manners. At Reading,  the customer service man on platform 7 was fab. Some problems and reservations not available as booked. Came back and got me on train with bag. Sorted.  Public quite rude"
1252,different standards,"Why is it when I travel first class the service differs so much, tonight I asked for a sandwich and crisps same as I had last week, was told we don’t do sandwiches at weekends so just had crisps, next time they came around asked for some nut apparently they don’t do nuts any more, not happy if I knew before I got on the train could have picked something up at Paddington , sort it out GWR"
1253,"This review has been cancelled, your next available review is 40 minutes delayed and won't stop at your station due to signaling problem.","I regularly use GWR on the Bristol - Trowbridge line. I have no other alternative to get to work, which is very unfortunate for me. The amount of time I have to waste due to cancelled or delayed services is astounding. I will never get this time back, GWR is wasting my life... literally. How can such a bad service be priced so high is beyond me. The trains that do turn up are filthy and overcrowded. 'We are sorry to announce that the 9:07 service to Westbury has been cancelled. This is due to more trains than usual needing repairs.' I do not get this excuse. They say it every time. By now they should have realized that usually half of their fleet is down, so it is not more than usual, it is just another day in Garbage-Western-Railway-ville."
1254,Just had to write to moan,"Just had to write to moan. Never complain to a company, but the service on the West Coast line back from Cornwall last night was absolutely appalling. Had to stand in dirty litter ridden train carriages nearly 2 hours... will never get the train again,."
1255,Bought an early ticket in advance,Bought an early ticket in advance - however arrived from airport much earlier. Decided to pay another 100 pounds for same ticket that would get me to destination 60mins early.
1256,Staff don’t like customers,Have been travelling; on GWR for many years and staff at station are becoming increasingly unfriendly. Caught the 11:57 London Paddington to Penzance on the 22/10 where one of the guards on platform 2 was being particularly cocky and sarcastic and did not bother to read the situation properly. He clearly has pre conceived negative ideas about customers to the point of shouting out after me when I told him not to be so rude. Not good.
1257,I don't know how they can justify such …,"I don't know how they can justify such high ticket prices when their trains are bogging. The toilets are stinking with pubes all over the seats, the carpets are sticky and the seats threadbare. Utterly ridiculous"
1258,This is the worst train line ever to …,This is the worst train line ever to exist! The customer service is shameful and disgraceful. Currently on a 2pm train to penzance from London. £80 ticket and having to stand squished in corridor as the train is over crowded. Secondly an unscheduled stop was made in reading to pick up more passengers. Meaning the train is delayed and also even more crowded. Absolutely disgusting. You are a horrific train line that is a money making disgace .  I whoever runs this shambles of a company goes bankrupt
1259,"There shoud be an option for ""no star""…DO BETTER GWR!! DO BETTER!!","There shoud be an option for ""no star"" rating or maybe rotten egg rating (seeing as rotten tomatoes is taken!!)."
1260,WHY HAS THIS COMPANY STILL NOT BEEN INVESTIGATED?,A load of crap! I’ve never been so insulted in my life!
1261,Be cautious in navigating GWR website with arrow keys,"My lesson (and take heed) is not to use arrow keys to navigate GWR's site; doing so changed my day of travel from 1 March to two weeks later, despite having actively selected the day I wished to travel.  I accept I made a mistake, but trying to rectify it took six phone calls a couple of hours struggling with their unstable website to navigate their refund process - only to be told I could have exchanged my tickets at the local station! The website is cumbersome; ability to make changes non existent; and a shockingly poor customer engagement experience. Shame."
1262,I went online to order 1 adult ticket…,I went online to order 1 adult ticket from Exeter to Paddington and 1 Senior citizen ticket including a Railcard. I clearly dropped down selection boxes and was sent 2 Senior citizen tickets. I called Customer support and was told I would have to cancel order... Wait 28 Days and get a refund. This would mean paying twice for tickets for this period. I could not afford this. Why should I pay it anyway.... It was their sites error. Will never use site again.
1263,Health and safety issue!,Another day when GWR can't deliver the service!
1264,I was planned to get on a train from reading to Bristol,"I was planned to get on a train from reading to Bristol, then the train was cancelled leaving me with an hour and an half wait and the on the next train we couldn’t even get a seat even though on the last train we paired Extra to reserve seats and we couldn’t get one, so we stood there with our bags for two hours, having to move for people getting off and just waiting and we can’t even get compensation as you have to know every single detail of your journey which is extremely hard and full of effort for what would probably be one free ride or even worse."
1265,I wouldn’t even give GWR a 1,I wouldn’t even give GWR a 1. I am a monthly commuter and pay the extautionate fairs and yet I am wondering what on Earth I am paying for? Especially with the increase! The 07:44 from Newport to Bristol is laughable. 5 carriages is a struggle but lately only 3 have been provided and the conditions on the carriage are unsafe and unacceptable with the amount of customers cramming in and people getting crushed. The 17:21 return journey is also equally as bad this time leaving us with 3 carriages as a standard and even worse 3 days a week there are only 2!! These are the busiest commuting times for this journey and they are just not being catered for. What will it take for you to change this service because clearly the price increase is doing nothing but extra for your pockets.
1266,Terrible new GWT trains,"The new GWT trains on the Bristol Bath to London line are shockingly bad. The seats seem to be modelled on Victorian school room desks - extremally hard. I have not taken a trip without seeing at least one passenger suffering from back pain. The toilets are filthy and half the size of the old ones, with no where to hang your coat or bag. The buffet car seems to have been abandoned. The quiet carriage is only labelled as such on the door, in small print. As such, most passengers in it are unaware and so the place is loud with no clear grounds that it shouldn’t be. The reservation system is unclear - you can only see if a seat is booked when squinting at a tiny digital display above the aisle. So useless if you’re looking through windows on a crowded platform trying to find a spare seat. A smaller point, but very ugly interiors. I’ve travelled GWR regularly for twenty years and I am utterly confused as to why they abandoned a previously good train design for these."
1267,Very bad,"This was my First ever experience with GWR and unfortunately it was Awful. I have nothing good to say about my trip from Portsmouth harbour to Bristol, apart from getting me there safely and on time there was nothing else good about this service. The train was very cold and very dirty, not to mention extremely dated. Not a comfortable journey - no leg room extremely cramped.  On top of this the tap in the toilet was broken so I couldn’t even wash my hands after using the bathroom. There was also no working WiFi as advertised. Would not recommend. Has a lot of catching up to do with other providers such as SWT."
1268,Already dreading morning commute,Already dreading morning commute.
1269,The ticket prices on GWR are …,"The ticket prices on GWR are astronomical, £76.60 walk up off peak return to Cardiff (2 hrs). Advance fares would be great if there were any available, but even a month before there are very slim pickings. Back in the day you could get advance fares easily but not any more. Amazing really that they're happy to have near empty trains rather than sell more reasonably priced tickets."
1270,"horrific experience, nationalisation can't come too soon","travelled to cornwall at the end of october 17 on a sunday... train stopped quite a long time at a particular station, then message given to passengers that there was an issue with the air con and the driver was fixing it.  then further updates given to the same tune over the next 50!! mins, during which several passengers got off (obviously experienced similar before!!)."
1271,Bristol to London,"Me and my fiance been traveling from Bristol to London on 14th of November 9:30am . And in train we got to know that they have a trolley with snacks and coffees or tea. In my situation I have sometimes to low blood pressure and coffee is my medicine to take massive headache off. So all journey takes about 1,50 minutes. After one hour train Manager Louise came to us to check the tickets and I asked when the trolley is coming, she answered and left. In about 10 minutes Louise came back to us with the coffee cup and saved my mood even without knowing why I need that coffee so much . GWT should be happy to have that kind of Manager. If there would be all team like that they would have amazing customer service. Thank you so much Louise."
1272,Too many days + high prices!,"Not a single time without a delay, absolutely chaotic. Price are too high for the given service. Not even seats available most of them...SO put more coaches on the busy routes!"
1273,Absolute disgusting customer service on …,"Absolute disgusting customer service on the phone. After ringing up to ask about a certain booking, the woman on the other end of the phone wouldn’t listen to me or even try to help. She then, simply hung up the phone while I was talking. I tried ringing back and she just put me on hold and no one picked up the phone."
1274,customer service,i complained to GWR about the fact that the ticket office at our local station closed early and there was no instructions about buying tickets on the train to reassure my 17 year old son.  The only posters (2 large ones) concerned the dire consequences of what would happen if you didn't have a ticket.  It took 3 emails to get them to address my question and eventually this is what they said
1275,Great customer service :-),Great customer service :-) An employee went above and beyond the call of duty to assist my children for which I'm very grateful :-) Highly recommended
1276,Dire service,Dire service. Got on a train the other day and even the driver and ticket inspector didn’t know it was cancelled. Let everyone on the train and only realised they should have been vacating the train once the passengers told them. The guards on the platform claimed they were putting on bus replacement service...which never turned up either. Just one example of many similar occurrences.
1277,Absolutely dreadful train service..,"Absolutely dreadful train service... I am regular commuter between Paddington and Tilehurst and must say that 90% trains are cancelled or delayed (especially between Reading and Tilehurst). I am absolutely fed up with their ridiculous excuses (train is delayed due to driver has not showed up :-) ). and compenstation policy or to be more specific a lack of it. The train must be delayed an hour or more to get the fraction of the ticket price.... I am is deep shock how UK Goverment let them doing their business... South West Trains pays compensation even for 15 minutes delay, maybe that is the reason why their care about their timetable. Do not understand why GW has some special privilages regarding their compensation policy?"
1278,Lies and more lies,"Train delayed in July so missed connection. Sent in claim for delayed journey. Told a series of lies. Refused to let me speak to a manager. Complete lack of customer service or empathy. 3 months later, frustrated, angry and out of pocket, and GWR refused my request for even a small gesture of goodwill."
1279,Please nationalise,"I constantly get refused on to these trains due to space issues, and not once have I been successful in using there reduced ticket procedure."
1280,ME AGAIN,"Here I am waiting for the 0705 from Ealing to Oxford and ONE MINUTE before the train is due.. surprise, surprise ITS DELAYED."
1281,A further complaint from below,A further complaint from below. I had a delayed train in august and applied for compensation. It's now October and I'm still awaiting my cheque. I was told to ring back his week to see  where my cheque was. Apparently I  will get it by 16 October. Thus us two months after the incident. On the phone itiday I complained about making a wasted phone call having been told to ring back by gvr. The response was 'thats fine'. Well GWR it's not done to waste customer time.
1282,"40 minutes delayed, no delay repay","40 minutes delayed, missed connection, total journey took 2 hours longer because of it. NO delay repay"
1283,Good customer assistant,"Good customer assistant, there are some problems regarding signals that can be corrected."
1284,Always they have problems a,Always they have problems and signals failure
1285,Andrew the customer assistant at London …,"Andrew the customer assistant at London Victoria 26th Sep 17 was very helpful, kind and aided me when I was lost. Much appreciated"
1286,Issued tickets wrongly + Customer service takes ages to respond,"Bought tickets facing direction of travel and they issued the other way around. Raised a complaint and they got back to me 20 days after, wow! Even though , they requested more information (that I had already provided) and asked for more 20 days to get back. This company is a JOKE!"
1287,June 2017 Delayed over an hour on a …,June 2017 Delayed over an hour on a train from Wales to Paddington- submitted a claim form for compensation -Its now mid September and STILL nothing - just emails asking for information I have already given - address and postcode - no explanation and no apology - strangely Southern rail - which has a terrible reputation - paid up in 2 weeks for a delay on their train on the same day
1288,Disgrace,Quick question? Will any of your trains actually bother turning up on time? Or can you even be bothered anymore? The single handed most dreadful service I have ever used. Tried to head Brighton for the weekend with the wife and kids and the train just didn't bother to turn up. No compensation. No apology. No Excuses! Weekend ruined. AVOID!!!!!!!
1289,Took me three and a half hours to get …,"Took me three and a half hours to get home today, after every single possible train I had to get was cancelled. Thanks GWR possibly the single worst railway company in existence, have had exactly the same issue with them before. Overpriced and absolute garbage. Would highly suggest you use another service."
1290,Seat reservation computer said to have …,Seat reservation computer said to have broken down - this was on the 1703 from Paddington to Penzance on a Thursday evening late January. What a time to choose! First class was heaving full and the rest of the train impossible to find a seat. Guard said things would improve after Pewsey (who lives there?). He was right and there were seats but by then others had taken everyone else’s reserved seats. Chaos! Not a way to run a railway. Bring back Brunel.
1291,Inefficient,"Every weekend it’s pretty impossible traveling to Swansea from London. Planned closure, crew shortage, staff not going to work... but they still charge you £90. Life is easy without competitors"
1292,Usually a good service,"Suprised to see so many negative reviews on here. I get GWR from West Drayton to Ealing Broadway (and back) regularly and have found the service to be reliable on the whole. The 8:10am from West Drayton would usually turn up early and depart at 8:10am on the dot. Of the times where there have been delays, most have not been for longer than 5 minutes and longer delays only in truly exceptional circumstances. Also trains are clean, comfortable, and I can usually get a seat even at peak hours."
1293,How they get away with charging those …,How they get away with charging those eye watering fares and still have the audacity to run an extremely shoddy train service is beyond me.  I suppose with no other competition and no other choice they seem to do what they want.
1294,Simply the worst been on this pile of …,"Simply the worst been on this pile of crap service for too long computing to and from school. Always late, over priced, awful service it's quiet literally the worst."
1295,If only I could give 0 stars...,"Literally the worst train service I have ever been on, and that’s saying something from someone who has been on trains in Sri Lanka and Burma! What do GWR promise? A reliable way for me and my fellow commuters to get to wherever we need to go everyday. However, the trains are nearly always late, they are overpriced for what they are, and they are not comfortable. If you can avoid GWR, do it at any chance. Trust me, you will have dodged a bullet!"
1296,Can't remember the last time I got a …,"Can't remember the last time I got a local train on time, probably talking six months and I get a train most weeks. Overpriced and a terrible service. The express service is ok but local services are shocking."
1297,This week my various GWR trains have …,This week my various GWR trains have been over an hour late or cancelled.
1298,Unreliable,"I thought I'd take the kids for a day out on the train.  Such a shame GWR are allowed to run a service.  The trains to Bath were all cancelled when we arrived at the station... so we changed our plans and went the other direction.  5 minutes later they uncancelled the trains to Bath.  too late, I now had tickets for the other direction.  then my train was delayed by 5, 8, 12, 9, 6 and 8 minutes before arriving 15 minutes late.  And then no seats.  Wish I'd driven.... Diabolically unreliable service.  won't bother again"
1299,Terrible service overall,Terrible service overall
1300,Dishonest. Questionable integrity.,VERY questionable integrity and very poor professionalism. NOT the way to run a company :-(
1301,If I could give 0 stars I would.,"I don't understand what the issue is, you buy a ticket for a seat and none are ever available. Also, its quicker to fly from london to new york than go from London to Truro by train. Furthermore there's a 'minimum spend' of £25per person in the ""restaurant"" so you can't even sit there and have a coffee while you wait for a seat to free up. It's dispicable."
1302,Late most of the time or canceled.,Late most of the time or canceled.
1303,Customer service was left behind on the platform at London Paddington,"I returned from LHR after travelling 8 hours with my 4 year old to hop on a train in Paddington to Exeter with a pre-booked ticket. 90 minutes in, the train manager told me I was on the train an hour earlier than my ticket stated and I was charged a full fare for the trip. When I told him it was a genuine mistake and I didn't think it was reasonable to charge me like that on a Sunday, it became apparent there was no compassion, empathy or understanding and I was forced to pay up. The train manager did not want to provide his full details, but I told him I would file a complaint as the experience was rather distressing for both me and my 4 year old. I sent GWR a detailed e-mail and sent my tickets and a complaint form, only to follow-up a week later to hear that 'ticket policy is the policy'. No refund... Ah well, so be it then...From now onwards I will consider taking the train to London as a last option over car or bus...I was amazed that customer service seems to feature very low on GWR's list. Many times I have had to contend boarding a train without seating available, many times I was confronted with massive delays and never I complained. For once I made a genuine mistake and the ""GWR rules' got enforced without flinching."
1304,Major improvements required,On outward and onward journey from Paddington to Cornwall WC's not functioning. Seats extremely uncomfortable and space per passenger at table 4 seats unacceptable. Journey started at St Austell and first announcement that there was restaurant car came at 1.45 - not much use as most people had already eaten their lunches. Very small area for luggage and totally inadequate for number of people on train - luggage stacked up in exit doorways from train. Difficult to negotiate and can't be safe to block exit doors. One Good point:  Train delayed but train manager answered all queries and helped with onward journeys.
1305,Awful service- avoid!,"I was delayed for over an hour, and they told me the delay was only for two minutes. There is no one to complain to. I phoned up several times, and they kept trying to dissuade me from pursuing it, yet would not deal with the complaint. I have not received any apology or compensation for the fact I had to keep phoning. Awful service, I will not be using them again."
1306,Nightmare return train journey Cornwall/Kent …,"Purchased return to Cornwall from Kent (not first class). On way out  GWR train so crowded people were having to sit in the aisles - so no access to either toilet or purchase of a drink (4hr+ journey). On way back, all the seats appears to have been previously reserved - although many people simply didn't turn up/use the reserved seats. This produced 'seat rage' as people getting on saw others in ""their"" seats and thought they weren't going to get 'their seat' - everyone was British and gave up seats when asked, but what a carry-on. They don't seem to reserve seats like this on Kent/London trains, probably because it doesn't work in practice! Next time I'll give up on my 'green' credentials and just drive - half the cost and less than a quarter of the hassle."
1307,Uninformed Customer Services,"The refund form has 8 boxes for the reference number, but the number on the ticket has 10 digits."
1308,"Not perfect, But getting there","Not perfect, but getting there and getting better."
1309,New rolling stock useless for commuters....IMO,"Just used a GWR train...which has the latest carriages. Like all other train companies the design is Not fit for commuting. Tables are too narrow, (so you can't put 2 laptops back to back), as the are so narrow if you do use laptop it is too far away to be used comfortably..."
1310,God awful,God awful.
1311,Consistently late,"Consistently late, overcrowded, cancelled services."
1312,Still waiting for a refund claimed in …,Still waiting for a refund claimed in early May - although looking at other posts here I'm probably being a little impatient. Saw a piece in Guardian Money about a delayed refund and GWR moved quickly then and added 2 free 1st Class tickets as compensation for delay. Can't wait for my free tickets- might even get a seat for a change from Bath to Paddington!
1313,Great staff,"Staff were helpful, polite and friendly."
1314,Web site DIRE!,"Interesting that the text number given, to Marta on16 th May, and thus for the message I sent has been returned, undeliverable, 4 times."
1315,Terrible,"Terrible, couldn't care less about er well they call us customers. Commute everyday and have no choice, nightmare and stress :("
1316,Poor service.,"I use their service on daily basis, at least twice a day for 2 years now so feel no rage while writting this review, just got used to it. I was able to get to work and back at majority of times, but often wet to the skin due to overfilled platform on rainy day or due to extremely high temperature in cars during hot days. Front line crew members do their best, but their approach cannot replace exploited equipment and poor logistics. Probably worst value for money you can get."
1317,1 Stars is too high for them.,"If there was less than one stars I would go lower, the trains are 10 minutes late every single day there is no point keeping it at a certain time just for the 1/10 chance that it might arrive on time because it barely does. At least make it for the time it usually comes so I don't have to wait ages at a station. Update your times to something more realistic or get yourselves together and provide at least a tiny bit better service it would save me and a lot of other people a lot of troubles."
1318,Unacceptable refund policy,Unacceptable refund policy
1319,A thoroughly third world railway,"Monday 19 June. Asked to leave train at Bristol as it had developed a fault (I can only deduce this as two guys in orange jump suits came and went as we stood in temperatures over 30C). Got on next train which was so full many passengers were left behind. Friday morning 23 June. Train to Bristol Parkway 20 minutes late so GWR terminated it at Temple Meads. Asked to change trains again. Next train ran late late too. Friday afternoon 23 June. Asked to leave train at Bristol as it had developed a fault (no men in orange jump suits this time but the rolling stock is over 40 years old...) Next train heading home was the worst overcrowding I have ever experienced in 45 years of train travel. No apology. No explanation. No refund due as I was just under 1 hour late at my destination. So, bounced off a train 3 times in one week. Over 90 minutes late and verging on heat stroke - is that OK GWR?"
1320,OUTSTANDING CUSTOMER SERVICE,We would Iike to let you know about the great customer service received from Chris who was stationed on the customer service desk at Paddington Station by Platform 1 on Monday 19th June. He was absolutely amazing - saved our day and our holiday - we just wanted to say a big thank you to him and acknowledge the help we received.
1321,A truly incompetent company,"I have to use GWR services 5 days a week. Even though the train ride between Bristol and Bath takes just over 10 minute, I rarely have the privilege of having a service on time. You will hear a LOT of 'we're sorry to announce' that they're missing train crews, that they have signaling problems, and the list goes on. The journey between Bristol and Bath costs an extortionate £7.60, which turns out to be the most expensive short train journey in the U.K. And if you want to get a refund, hope that you're train was delayed by more than an hour, which happens quite regularly anyway. At least I've got time on my hands to review their atrocious service."
1322,I went to Reading Station yesterday to …,"I went to Reading Station yesterday to renew my Network railcard. I was met with astonishing rudeness. The lady who served me said she's a fast server, and if I had gone to another window she could have served 3 customers in the time she took with me, instead of doing nothing while I filled out the form. It took me 2 minutes to complete. I was going to book tickets as well, but I was so put off I didn't. Unbelievable rudeness."
